tested_clust	nb_unique_seq_tested_clust	tested_clust_list_sequences	ref_clust	nb_unique_seq_ref_clust	ref_clust_list_sequences	nb_overlap	overlap_list_sequences
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	1	1	clone.40	0	NA
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	2	2	clone.9;clone.39	0	NA
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	5	466	clone.6;clone.7;clone.8;clone.2;clone.2;clone.9;clone.1;clone.10;clone.11;clone.2;clone.12;clone.10;clone.13;clone.14;clone.15;clone.10;clone.1;clone.4;clone.1;clone.17;clone.10;clone.14;clone.18;clone.10;clone.19;clone.11;clone.18;clone.20;clone.21;clone.9;clone.22;clone.18;clone.10;clone.5;clone.10;clone.23;clone.24;clone.20;clone.25;clone.10;clone.11;clone.10;clone.19;clone.18;clone.24;clone.9;clone.10;clone.4;clone.2;clone.9;clone.10;clone.4;clone.10;clone.9;clone.2;clone.19;clone.12;clone.5;clone.4;clone.10;clone.2;clone.16;clone.11;clone.15;clone.10;clone.16;clone.8;clone.26;clone.27;clone.1;clone.9;clone.1;clone.28;clone.2;clone.11;clone.29;clone.31;clone.20;clone.10;clone.2;clone.2;clone.2;clone.32;clone.33;clone.20;clone.34;clone.35;clone.25;clone.4;clone.36;clone.28;clone.24;clone.2;clone.15;clone.38;clone.4;clone.10;clone.10;clone.39;clone.2;clone.4;clone.40;clone.11;clone.10;clone.36;clone.39;clone.41;clone.8;clone.43;clone.20;clone.35;clone.2;clone.43;clone.10;clone.22;clone.10;clone.2;clone.4;clone.11;clone.2;clone.44;clone.21;clone.43;clone.29;clone.10;clone.45;clone.39;clone.36;clone.25;clone.4;clone.4;clone.4;clone.4;clone.2;clone.2;clone.2;clone.10;clone.2;clone.23;clone.11;clone.11;clone.3;clone.42;clone.43;clone.43;clone.46;clone.4;clone.26;clone.10;clone.47;clone.48;clone.14;clone.10;clone.10;clone.24;clone.49;clone.4;clone.2;clone.36;clone.34;clone.10;clone.31;clone.43;clone.15;clone.24;clone.10;clone.8;clone.2;clone.20;clone.1;clone.2;clone.4;clone.39;clone.11;clone.10;clone.49;clone.50;clone.43;clone.10;clone.2;clone.2;clone.4;clone.1;clone.49;clone.2;clone.2;clone.38;clone.4;clone.28;clone.15;clone.12;clone.43;clone.7;clone.4;clone.46;clone.2;clone.10;clone.20;clone.10;clone.10;clone.2;clone.36;clone.8;clone.11;clone.2;clone.22;clone.20;clone.4;clone.10;clone.26;clone.37;clone.2;clone.28;clone.36;clone.43;clone.21;clone.10;clone.4;clone.20;clone.43;clone.46;clone.11;clone.10;clone.53;clone.43;clone.2;clone.10;clone.20;clone.10;clone.25;clone.11;clone.39;clone.7;clone.43;clone.37;clone.25;clone.17;clone.5;clone.28;clone.46;clone.8;clone.10;clone.10;clone.4;clone.2;clone.49;clone.38;clone.2;clone.10;clone.5;clone.4;clone.1;clone.2;clone.10;clone.11;clone.2;clone.25;clone.2;clone.11;clone.11;clone.4;clone.12;clone.35;clone.10;clone.10;clone.4;clone.2;clone.8;clone.23;clone.10;clone.4;clone.10;clone.44;clone.53;clone.45;clone.10;clone.2;clone.21;clone.4;clone.2;clone.47;clone.24;clone.2;clone.49;clone.33;clone.10;clone.4;clone.11;clone.4;clone.15;clone.22;clone.43;clone.2;clone.39;clone.31;clone.2;clone.1;clone.2;clone.10;clone.54;clone.5;clone.41;clone.11;clone.10;clone.4;clone.24;clone.10;clone.20;clone.14;clone.20;clone.1;clone.24;clone.37;clone.2;clone.10;clone.12;clone.55;clone.25;clone.56;clone.20;clone.5;clone.12;clone.40;clone.43;clone.10;clone.24;clone.38;clone.4;clone.2;clone.2;clone.31;clone.1;clone.2;clone.36;clone.54;clone.1;clone.9;clone.47;clone.10;clone.39;clone.10;clone.1;clone.38;clone.22;clone.28;clone.4;clone.10;clone.43;clone.10;clone.43;clone.43;clone.51;clone.10;clone.10;clone.4;clone.11;clone.47;clone.1;clone.24;clone.51;clone.39;clone.1;clone.49;clone.20;clone.14;clone.4;clone.50;clone.1;clone.2;clone.35;clone.11;clone.8;clone.45;clone.24;clone.8;clone.24;clone.43;clone.4;clone.38;clone.36;clone.2;clone.11;clone.4;clone.55;clone.8;clone.14;clone.12;clone.2;clone.2;clone.2;clone.4;clone.17;clone.11;clone.4;clone.4;clone.49;clone.4;clone.4;clone.2;clone.2;clone.10;clone.2;clone.4;clone.10;clone.28;clone.10;clone.5;clone.2;clone.33;clone.10;clone.20;clone.23;clone.20;clone.35;clone.10;clone.36;clone.19;clone.55;clone.5;clone.6;clone.24;clone.43;clone.46;clone.39;clone.4;clone.12;clone.2;clone.4;clone.10;clone.37;clone.2;clone.11;clone.14;clone.22;clone.22;clone.20;clone.8;clone.2;clone.11;clone.11;clone.56;clone.2;clone.43;clone.39;clone.44;clone.1;clone.8;clone.2;clone.1;clone.48;clone.2;clone.4;clone.20;clone.8;clone.11;clone.10;clone.20;clone.43;clone.14;clone.2;clone.20;clone.1;clone.38;clone.22;clone.2;clone.1	4	clone.16;clone.19;clone.25;clone.2
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	8	1	clone.2	1	clone.2
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	9	12	clone.16;clone.10;clone.2;clone.19;clone.7;clone.18;clone.1;clone.4;clone.8;clone.18;clone.37;clone.8	3	clone.16;clone.19;clone.2
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	15	95	clone.23;clone.4;clone.35;clone.13;clone.42;clone.2;clone.39;clone.18;clone.10;clone.10;clone.11;clone.18;clone.18;clone.18;clone.35;clone.35;clone.18;clone.24;clone.18;clone.18;clone.2;clone.10;clone.1;clone.2;clone.51;clone.10;clone.12;clone.52;clone.18;clone.10;clone.46;clone.10;clone.18;clone.20;clone.10;clone.39;clone.27;clone.25;clone.18;clone.25;clone.18;clone.18;clone.2;clone.14;clone.18;clone.4;clone.18;clone.18;clone.18;clone.20;clone.4;clone.18;clone.10;clone.18;clone.2;clone.25;clone.2;clone.24;clone.9;clone.11;clone.18;clone.8;clone.18;clone.1;clone.18;clone.40;clone.31;clone.2;clone.18;clone.18;clone.21;clone.1;clone.18;clone.4;clone.10;clone.4;clone.18;clone.25;clone.42;clone.18;clone.4;clone.4;clone.18;clone.11;clone.28;clone.18;clone.4;clone.20;clone.18;clone.50;clone.10;clone.20;clone.18;clone.18;clone.18	3	clone.25;clone.2;clone.52
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	16	61	clone.37;clone.3;clone.4;clone.3;clone.24;clone.5;clone.31;clone.5;clone.2;clone.22;clone.10;clone.38;clone.45;clone.5;clone.5;clone.3;clone.2;clone.5;clone.1;clone.5;clone.13;clone.3;clone.43;clone.8;clone.53;clone.3;clone.5;clone.13;clone.39;clone.5;clone.3;clone.5;clone.5;clone.5;clone.15;clone.5;clone.5;clone.10;clone.5;clone.1;clone.3;clone.2;clone.3;clone.4;clone.1;clone.31;clone.13;clone.1;clone.5;clone.3;clone.11;clone.29;clone.13;clone.4;clone.4;clone.4;clone.34;clone.20;clone.51;clone.31;clone.5	1	clone.2
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	17	1	clone.4	0	NA
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	2	clone.2;clone.52
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	21	35	clone.1;clone.37;clone.28;clone.9;clone.4;clone.10;clone.39;clone.32;clone.1;clone.4;clone.44;clone.1;clone.10;clone.10;clone.18;clone.3;clone.54;clone.10;clone.9;clone.3;clone.2;clone.25;clone.12;clone.10;clone.2;clone.12;clone.2;clone.5;clone.12;clone.10;clone.31;clone.4;clone.3;clone.4;clone.1	2	clone.25;clone.2
18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	22	28	clone.9;clone.9;clone.9;clone.9;clone.5;clone.2;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.2;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9	1	clone.2
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	1	1	clone.40	0	NA
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	2	2	clone.9;clone.39	2	clone.9;clone.39
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	5	466	clone.6;clone.7;clone.8;clone.2;clone.2;clone.9;clone.1;clone.10;clone.11;clone.2;clone.12;clone.10;clone.13;clone.14;clone.15;clone.10;clone.1;clone.4;clone.1;clone.17;clone.10;clone.14;clone.18;clone.10;clone.19;clone.11;clone.18;clone.20;clone.21;clone.9;clone.22;clone.18;clone.10;clone.5;clone.10;clone.23;clone.24;clone.20;clone.25;clone.10;clone.11;clone.10;clone.19;clone.18;clone.24;clone.9;clone.10;clone.4;clone.2;clone.9;clone.10;clone.4;clone.10;clone.9;clone.2;clone.19;clone.12;clone.5;clone.4;clone.10;clone.2;clone.16;clone.11;clone.15;clone.10;clone.16;clone.8;clone.26;clone.27;clone.1;clone.9;clone.1;clone.28;clone.2;clone.11;clone.29;clone.31;clone.20;clone.10;clone.2;clone.2;clone.2;clone.32;clone.33;clone.20;clone.34;clone.35;clone.25;clone.4;clone.36;clone.28;clone.24;clone.2;clone.15;clone.38;clone.4;clone.10;clone.10;clone.39;clone.2;clone.4;clone.40;clone.11;clone.10;clone.36;clone.39;clone.41;clone.8;clone.43;clone.20;clone.35;clone.2;clone.43;clone.10;clone.22;clone.10;clone.2;clone.4;clone.11;clone.2;clone.44;clone.21;clone.43;clone.29;clone.10;clone.45;clone.39;clone.36;clone.25;clone.4;clone.4;clone.4;clone.4;clone.2;clone.2;clone.2;clone.10;clone.2;clone.23;clone.11;clone.11;clone.3;clone.42;clone.43;clone.43;clone.46;clone.4;clone.26;clone.10;clone.47;clone.48;clone.14;clone.10;clone.10;clone.24;clone.49;clone.4;clone.2;clone.36;clone.34;clone.10;clone.31;clone.43;clone.15;clone.24;clone.10;clone.8;clone.2;clone.20;clone.1;clone.2;clone.4;clone.39;clone.11;clone.10;clone.49;clone.50;clone.43;clone.10;clone.2;clone.2;clone.4;clone.1;clone.49;clone.2;clone.2;clone.38;clone.4;clone.28;clone.15;clone.12;clone.43;clone.7;clone.4;clone.46;clone.2;clone.10;clone.20;clone.10;clone.10;clone.2;clone.36;clone.8;clone.11;clone.2;clone.22;clone.20;clone.4;clone.10;clone.26;clone.37;clone.2;clone.28;clone.36;clone.43;clone.21;clone.10;clone.4;clone.20;clone.43;clone.46;clone.11;clone.10;clone.53;clone.43;clone.2;clone.10;clone.20;clone.10;clone.25;clone.11;clone.39;clone.7;clone.43;clone.37;clone.25;clone.17;clone.5;clone.28;clone.46;clone.8;clone.10;clone.10;clone.4;clone.2;clone.49;clone.38;clone.2;clone.10;clone.5;clone.4;clone.1;clone.2;clone.10;clone.11;clone.2;clone.25;clone.2;clone.11;clone.11;clone.4;clone.12;clone.35;clone.10;clone.10;clone.4;clone.2;clone.8;clone.23;clone.10;clone.4;clone.10;clone.44;clone.53;clone.45;clone.10;clone.2;clone.21;clone.4;clone.2;clone.47;clone.24;clone.2;clone.49;clone.33;clone.10;clone.4;clone.11;clone.4;clone.15;clone.22;clone.43;clone.2;clone.39;clone.31;clone.2;clone.1;clone.2;clone.10;clone.54;clone.5;clone.41;clone.11;clone.10;clone.4;clone.24;clone.10;clone.20;clone.14;clone.20;clone.1;clone.24;clone.37;clone.2;clone.10;clone.12;clone.55;clone.25;clone.56;clone.20;clone.5;clone.12;clone.40;clone.43;clone.10;clone.24;clone.38;clone.4;clone.2;clone.2;clone.31;clone.1;clone.2;clone.36;clone.54;clone.1;clone.9;clone.47;clone.10;clone.39;clone.10;clone.1;clone.38;clone.22;clone.28;clone.4;clone.10;clone.43;clone.10;clone.43;clone.43;clone.51;clone.10;clone.10;clone.4;clone.11;clone.47;clone.1;clone.24;clone.51;clone.39;clone.1;clone.49;clone.20;clone.14;clone.4;clone.50;clone.1;clone.2;clone.35;clone.11;clone.8;clone.45;clone.24;clone.8;clone.24;clone.43;clone.4;clone.38;clone.36;clone.2;clone.11;clone.4;clone.55;clone.8;clone.14;clone.12;clone.2;clone.2;clone.2;clone.4;clone.17;clone.11;clone.4;clone.4;clone.49;clone.4;clone.4;clone.2;clone.2;clone.10;clone.2;clone.4;clone.10;clone.28;clone.10;clone.5;clone.2;clone.33;clone.10;clone.20;clone.23;clone.20;clone.35;clone.10;clone.36;clone.19;clone.55;clone.5;clone.6;clone.24;clone.43;clone.46;clone.39;clone.4;clone.12;clone.2;clone.4;clone.10;clone.37;clone.2;clone.11;clone.14;clone.22;clone.22;clone.20;clone.8;clone.2;clone.11;clone.11;clone.56;clone.2;clone.43;clone.39;clone.44;clone.1;clone.8;clone.2;clone.1;clone.48;clone.2;clone.4;clone.20;clone.8;clone.11;clone.10;clone.20;clone.43;clone.14;clone.2;clone.20;clone.1;clone.38;clone.22;clone.2;clone.1	20	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.7;clone.27;clone.47;clone.44;clone.1
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	8	1	clone.2	1	clone.2
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	9	12	clone.16;clone.10;clone.2;clone.19;clone.7;clone.18;clone.1;clone.4;clone.8;clone.18;clone.37;clone.8	7	clone.10;clone.2;clone.4;clone.8;clone.18;clone.7;clone.1
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	15	95	clone.23;clone.4;clone.35;clone.13;clone.42;clone.2;clone.39;clone.18;clone.10;clone.10;clone.11;clone.18;clone.18;clone.18;clone.35;clone.35;clone.18;clone.24;clone.18;clone.18;clone.2;clone.10;clone.1;clone.2;clone.51;clone.10;clone.12;clone.52;clone.18;clone.10;clone.46;clone.10;clone.18;clone.20;clone.10;clone.39;clone.27;clone.25;clone.18;clone.25;clone.18;clone.18;clone.2;clone.14;clone.18;clone.4;clone.18;clone.18;clone.18;clone.20;clone.4;clone.18;clone.10;clone.18;clone.2;clone.25;clone.2;clone.24;clone.9;clone.11;clone.18;clone.8;clone.18;clone.1;clone.18;clone.40;clone.31;clone.2;clone.18;clone.18;clone.21;clone.1;clone.18;clone.4;clone.10;clone.4;clone.18;clone.25;clone.42;clone.18;clone.4;clone.4;clone.18;clone.11;clone.28;clone.18;clone.4;clone.20;clone.18;clone.50;clone.10;clone.20;clone.18;clone.18;clone.18	13	clone.10;clone.2;clone.20;clone.9;clone.4;clone.39;clone.8;clone.18;clone.23;clone.24;clone.27;clone.1;clone.52
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	16	61	clone.37;clone.3;clone.4;clone.3;clone.24;clone.5;clone.31;clone.5;clone.2;clone.22;clone.10;clone.38;clone.45;clone.5;clone.5;clone.3;clone.2;clone.5;clone.1;clone.5;clone.13;clone.3;clone.43;clone.8;clone.53;clone.3;clone.5;clone.13;clone.39;clone.5;clone.3;clone.5;clone.5;clone.5;clone.15;clone.5;clone.5;clone.10;clone.5;clone.1;clone.3;clone.2;clone.3;clone.4;clone.1;clone.31;clone.13;clone.1;clone.5;clone.3;clone.11;clone.29;clone.13;clone.4;clone.4;clone.4;clone.34;clone.20;clone.51;clone.31;clone.5	12	clone.10;clone.2;clone.43;clone.20;clone.4;clone.39;clone.8;clone.5;clone.3;clone.53;clone.24;clone.1
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	17	1	clone.4	1	clone.4
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	18	51	clone.30;clone.16;clone.19;clone.19;clone.19;clone.19;clone.30;clone.16;clone.30;clone.16;clone.16;clone.16;clone.16;clone.30;clone.19;clone.19;clone.19;clone.19;clone.19;clone.19;clone.25;clone.16;clone.19;clone.30;clone.19;clone.30;clone.16;clone.19;clone.19;clone.30;clone.16;clone.16;clone.2;clone.16;clone.30;clone.19;clone.19;clone.16;clone.19;clone.19;clone.19;clone.16;clone.19;clone.19;clone.52;clone.19;clone.16;clone.19;clone.19;clone.30;clone.16	2	clone.2;clone.52
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	21	35	clone.1;clone.37;clone.28;clone.9;clone.4;clone.10;clone.39;clone.32;clone.1;clone.4;clone.44;clone.1;clone.10;clone.10;clone.18;clone.3;clone.54;clone.10;clone.9;clone.3;clone.2;clone.25;clone.12;clone.10;clone.2;clone.12;clone.2;clone.5;clone.12;clone.10;clone.31;clone.4;clone.3;clone.4;clone.1	10	clone.10;clone.2;clone.9;clone.4;clone.39;clone.5;clone.3;clone.18;clone.44;clone.1
20	41	clone.10;clone.36;clone.2;clone.43;clone.20;clone.9;clone.4;clone.10;clone.39;clone.8;clone.5;clone.3;clone.53;clone.18;clone.23;clone.24;clone.4;clone.7;clone.27;clone.20;clone.47;clone.2;clone.4;clone.2;clone.20;clone.47;clone.10;clone.24;clone.44;clone.18;clone.23;clone.5;clone.4;clone.20;clone.10;clone.1;clone.7;clone.4;clone.10;clone.20;clone.52	22	28	clone.9;clone.9;clone.9;clone.9;clone.5;clone.2;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.2;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9;clone.9	3	clone.2;clone.9;clone.5
21	35	clone.1;clone.37;clone.28;clone.9;clone.4;clone.10;clone.39;clone.32;clone.1;clone.4;clone.44;clone.1;clone.10;clone.10;clone.18;clone.3;clone.54;clone.10;clone.9;clone.3;clone.2;clone.25;clone.12;clone.10;clone.2;clone.12;clone.2;clone.5;clone.12;clone.10;clone.31;clone.4;clone.3;clone.4;clone.1	1	1	clone.40	0	NA
21	35	clone.1;clone.37;clone.28;clone.9;clone.4;clone.10;clone.39;clone.32;clone.1;clone.4;clone.44;clone.1;clone.10;clone.10;clone.18;clone.3;clone.54;clone.10;clone.9;clone.3;clone.2;clone.25;clone.12;clone.10;clone.2;clone.12;clone.2;clone.5;clone.12;clone.10;clone.31;clone.4;clone.3;clone.4;clone.1	2	2	clone.9;clone.39	2	clone.9;clone.39
